               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 354                0.00                0.00                0.00          8399038.01                0.00                0.00
 355                0.00                0.00                0.00          8518705.22                0.00                0.00
 356                0.00                0.00                0.00          5913909.16                0.00                0.00
 357                0.00                0.00                0.00          6503163.06                0.00                0.00
 358                0.00                0.00                0.00          2740285.02                0.00                0.00
 359                0.00                0.00                0.00           514800.66                0.00                0.00
 360                0.00                0.00                0.00                0.00                0.00                0.00
 361                0.00                0.00                0.00                0.00                0.00                0.00
 362                0.00                0.00                0.00          1751463.56                0.00                0.00
 363                0.00                0.00                0.00          1520186.46                0.00                0.00
 364                0.00                0.00                0.00          2279642.55                0.00                0.00
 365                0.00                0.00                0.00          4454583.99                0.00                0.00
 366                0.00                0.00                0.00         10313865.67                0.00                0.00
 367                0.00                0.00                0.00         11718849.23                0.00                0.00
 368                0.00                0.00                0.00          4625288.14                0.00                0.00
 369                0.00                0.00                0.00          3488980.35                0.00                0.00
 370                0.00                0.00                0.00                0.00                0.00                0.00
 371                0.00                0.00                0.00          3357985.54                0.00                0.00
 372                0.00                0.00                0.00          7792489.11                0.00                0.00
 373                0.00                0.00                0.00          3636134.30                0.00                0.00
 374                0.00                0.00                0.00          3018553.97                0.00                0.00
 375                0.00                0.00                0.00          1494443.51                0.00                0.00
 376                0.00                0.00                0.00          3187553.04                0.00                0.00
 377                0.00                0.00                0.00          5432342.67                0.00                0.00
 378                0.00                0.00                0.00         10017629.92                0.00                0.00
 379                0.00                0.00                0.00         11391446.57                0.00                0.00
 380                0.00                0.00                0.00         10791905.95                0.00                0.00
 381                0.00                0.00                0.00          8756997.60                0.00                0.00
 382                0.00                0.00                0.00          1901556.26                0.00                0.00
 383                0.00                0.00                0.00           951784.97                0.00                0.00
 384                0.00                0.00                0.00           827828.66                0.00                0.00
 385                0.00                0.00                0.00           834045.40                0.00                0.00
 386                0.00                0.00                0.00          3189826.35                0.00                0.00
 387                0.00                0.00                0.00          1079334.37                0.00                0.00
 388                0.00                0.00                0.00          2859045.15                0.00                0.00
 389                0.00                0.00                0.00          4792080.97                0.00                0.00
 390                0.00                0.00                0.00          6297734.36                0.00                0.00
 391                0.00                0.00                0.00         12740900.91                0.00                0.00
 392                0.00                0.00                0.00         13037457.42                0.00                0.00
 393                0.00                0.00                0.00          6712998.35                0.00                0.00
 394                0.00                0.00                0.00                0.00                0.00                0.00
 395                0.00                0.00                0.00          2396395.02                0.00                0.00
 396                0.00                0.00                0.00          2955574.18                0.00                0.00
 397                0.00                0.00                0.00          3428838.81                0.00                0.00
 398                0.00                0.00                0.00          3032131.86                0.00                0.00
 399                0.00                0.00                0.00          1287496.82                0.00                0.00
 400                0.00                0.00                0.00          2252967.40                0.00                0.00
 401                0.00                0.00                0.00          4085544.47                0.00                0.00
 402                0.00                0.00                0.00          7702516.10                0.00                0.00
 403                0.00                0.00                0.00         12468745.43                0.00                0.00
 404                0.00                0.00                0.00         13862256.82                0.00                0.00
 405                0.00                0.00                0.00          1823186.92                0.00                0.00
 406                0.00                0.00                0.00                0.00                0.00                0.00
 407                0.00                0.00                0.00          1539058.85                0.00                0.00
 408                0.00                0.00                0.00           650194.71                0.00                0.00
 409                0.00                0.00                0.00          1619211.97                0.00                0.00
 410                0.00                0.00                0.00          2444407.18                0.00                0.00
 411                0.00                0.00                0.00          1456280.75                0.00                0.00
 412                0.00                0.00                0.00          2720441.90                0.00                0.00
 413                0.00                0.00                0.00          3256354.51                0.00                0.00
 414                0.00                0.00                0.00          8195340.80                0.00                0.00
 415                0.00                0.00                0.00         13333693.58                0.00                0.00
 416                0.00                0.00                0.00         11212492.77                0.00                0.00
 417                0.00                0.00                0.00           611336.57                0.00                0.00
 418                0.00                0.00                0.00           830031.22                0.00                0.00
 419                0.00                0.00                0.00          2823635.58                0.00                0.00
 420                0.00                0.00                0.00          2667509.23                0.00                0.00
